PMID||SENTID||STRUCTURED ABSTRACT LABEL|NORMALIZED LABEL/PREDICTION|GOLD|SENTENCE
29956692|ab|7|29956692|RESULTS|RESULTS|RESULTS|Although 45.6% of children, whose parents came from North Africa, reported not having tasted pork, 29.4% were satisfied with this type of food.
29956692|ab|8|29956692|RESULTS|RESULTS|RESULTS|We observed a higher consumption of fruits and vegetables in children whose parents came from North Africa (pieces of fruit Me=3,42 and pieces of vegetable Me=2,38, respectively).
29956692|ab|9|29956692|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Through this study we observed a higher consumption of vegetables and higher preferences for dairy and fish in schoolchildren who did not go to the school canteen.
29956692|ab|10|29956692|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Likewise, it was possible to observe an incipient change in the food patterns of the population from North Africa influenced by culture of the native population, referring to the consumption of pork.
29956692|ab|11|29956692|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|In general, the results showed a greater variety of consumption, in the children of foreign parents.
27765264|ab|1|27765264||BACKGROUND|OBJECTIVE|Kudzu starch was cross-linked with sodium trimetaphosphate (STMP) at different temperatures, time and of STMP concentrations in this work.
27765264|ab|2|27765264||OBJECTIVE|METHODS|The cross-linked starches (CLSs) were fractionated further into cross-linked amylose and amylopectin in order to compare the effect of cross-linking on the microstructure.
27765264|ab|3|27765264||METHODS|RESULTS|According to scanning electron microscope (SEM), CLSs displayed the resemble appearance of spherical and polygonal shapes like NS.
27765264|ab|4|27765264||RESULTS|RESULTS|X-ray diffraction (XRD) revealed that amylose of native starch (A), NS and CLS displayed a combination of A-type and B-type structure, while that was not found in amylose of cross-linked starch (CLA).
27765264|ab|5|27765264||RESULTS|RESULTS|The deconvoluted fourier transform infrared (FT-IR) indicated that crystal structure of kudzu starch was losing with the proceeding of cross-linking reaction.
27765264|ab|6|27765264||RESULTS|RESULTS|The CLSs exhibited a higher retrogradation and freeze-thaw stability than NS.
27765264|ab|7|27765264||CONCLUSIONS|RESULTS|This was accompanied by a significant decrease in sedimentation, transparency, swelling power and solubility.
29783019|ab|1|29783019|ETHNOPHARMACOLOGICAL RELEVANCE|BACKGROUND|BACKGROUND|Epimedium sagittatum brevicornum Maxim. is an important traditional Chinese herb that has long been used to promote bone fracture healing and treat osteoporosis.
29783019|ab|2|29783019|AIM OF THE STUDY|OBJECTIVE|BACKGROUND|Achieving peak bone mass by adolescence has now been accepted to be fundamental for preventing osteoporosis in adulthood life.
29783019|ab|3|29783019|AIM OF THE STUDY|OBJECTIVE|OBJECTIVE|This study investigated the possibility of increasing peak bone mass in young rats using the total flavonoid extract of Epimedium herb (TFE).
29783019|ab|4|29783019|MATERIALS AND METHODS|METHODS|METHODS|TFE was intragastrically administered to one-month-old Wistar rats at a low (100mg/kg), middle (200mg/kg) or high dose (400mg/kg).
29783019|ab|5|29783019|MATERIALS AND METHODS|METHODS|METHODS|Whole body bone mineral density (BMD) was measured by dual-energy X-ray absorptiometry every two weeks.
29783019|ab|6|29783019|MATERIALS AND METHODS|METHODS|METHODS|When BMD of any one of TFE groups was found to be significantly higher than that of the control, all rats were sacrificed, serum samples were collected for bone turnover biochemical assays, and femurs, tibiae and vertebrae were isolated and used in BMD, mechanical, micro-structural, histomorphometric and mechanistic studies.
29783019|ab|7|29783019|RESULTS|RESULTS|RESULTS|Administration of TFE at middle and high doses for two months significantly increased the whole body, femoral and vertebral BMDs, and improved the bone mechanical and micro-architectural properties.
29783019|ab|8|29783019|RESULTS|RESULTS|RESULTS|The serum turnover biochemical results and the enhanced expression levels of bone-formation regulatory genes (Runx-2, OSX, and BMP-2) demonstrated that TFE administration increased bone formation but had no effect on bone resorption.
29783019|ab|9|29783019|RESULTS|RESULTS|RESULTS|The increased phosphorylation levels in femurs of PKA and CREB and expression of AC10 (the only soluble form of adenylyl cyclase) and the increased serum cAMP level after 4h of TFE administration indicated that TFE promoted bone formation by activating the AC10/cAMP/PKA/CREB pathway in vivo.
29783019|ab|10|29783019|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Oral administration of TFE at 200mg/kg for two months can increase the peak bone mass of growing rats, suggesting the possibility of using total flavonoid extract of Epimedium herb to increase the peak bone mass in adolescence which is important for preventing osteoporosis in adult life.
28542627|ab|1|28542627||BACKGROUND|BACKGROUND|Chronic kidney disease (CKD) is a frequent and serious complication of atypical haemolytic uremic syndrome (aHUS).
28542627|ab|2|28542627||OBJECTIVE|OBJECTIVE|We aimed to develop a simple accurate model to predict the risk of renal dysfunction in aHUS based on clinical and biological features available at hospital admission.
28542627|ab|3|28542627||METHODS|METHODS|Renal function at 1-year follow-up, based on an estimated glomerular filtration rate < 60mL/min/1.73m2 as assessed by the Modification of Diet in Renal Disease equation, was used as an indicator of significant CKD.
28542627|ab|4|28542627||METHODS|METHODS|Prospectively collected data from a cohort of 156 aHUS patients who did not receive eculizumab were used to identify predictors of CKD.
28542627|ab|5|28542627||METHODS|METHODS|Covariates associated with renal impairment were identified by multivariate analysis.
28542627|ab|6|28542627||METHODS|METHODS|The model performance was assessed and a scoring system for clinical practice was constructed from the regression coefficient.
28542627|ab|7|28542627||RESULTS|RESULTS|Multivariate analyses identified three predictors of CKD: a high serum creatinine level, a high mean arterial pressure and a mildly decreased platelet count.
28542627|ab|8|28542627||RESULTS|RESULTS|The prognostic model had a good discriminative ability (area under the curve = .84).
28542627|ab|9|28542627||RESULTS|RESULTS|The scoring system ranged from 0 to 5, with corresponding risks of CKD ranging from 18% to 100%.
28542627|ab|10|28542627||CONCLUSIONS|CONCLUSIONS|This model accurately predicts development of 1-year CKD in patients with aHUS using clinical and biological features available on admission.
28542627|ab|11|28542627||CONCLUSIONS|CONCLUSIONS|After further validation, this model may assist in clinical decision making.
29952104|ab|1|29952104|AIMS|OBJECTIVE|OBJECTIVE|To assess whether nursing home (NH) residents with type 2 diabetes mellitus (T2D) preferentially received "T2D-friendly" (vs "T2D-unfriendly") beta-blockers after acute myocardial infarction (AMI), and to evaluate the comparative effects of the two groups of beta-blockers.
29952104|ab|2|29952104|MATERIALS AND METHODS|METHODS|METHODS|This new-user retrospective cohort study of NH residents with AMI from May 2007 to March 2010 used national data from the Minimum Data Set and Medicare system.
29952104|ab|3|29952104|MATERIALS AND METHODS|METHODS|METHODS|T2D-friendly beta-blockers were those hypothesized to increase peripheral glucose uptake through vasodilation: carvedilol, nebivolol and labetalol.
29952104|ab|4|29952104|MATERIALS AND METHODS|METHODS|METHODS|Primary outcomes were hospitalizations for hypoglycaemia and hyperglycaemia in the 90 days after AMI.
29952104|ab|5|29952104|MATERIALS AND METHODS|METHODS|METHODS|Secondary outcomes were functional decline, death, all-cause re-hospitalization and fracture hospitalization.
29952104|ab|6|29952104|MATERIALS AND METHODS|METHODS|METHODS|We compared outcomes using binomial and multinomial logistic regression models after propensity score matching.
29952104|ab|7|29952104|RESULTS|RESULTS|RESULTS|Of 2855 NH residents with T2D, 29% initiated a T2D-friendly beta-blocker vs 24% of 6098 without T2D (P < 0.001).
29952104|ab|8|29952104|RESULTS|RESULTS|RESULTS|For primary outcomes among residents with T2D, T2D-friendly vs T2D-unfriendly beta-blockers were associated with a reduction in hospitalized hyperglycaemia (odds ratio [OR] 0.45, 95% confidence interval [CI] 0.21-0.97), but unassociated with hypoglycaemia (OR 2.05, 95% CI 0.82-5.10).
29952104|ab|9|29952104|RESULTS|RESULTS|RESULTS|For secondary outcomes, T2D-friendly beta-blockers were associated with a greater rate of re-hospitalization (OR 1.26, 95% CI 1.01-1.57), but not death (OR 1.06, 95% CI 0.85-1.32), functional decline (OR 0.91, 95% CI 0.70-1.19), or fracture (OR 1.69, 95% CI 0.40-7.08).
29952104|ab|10|29952104|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|In older NH residents with T2D, T2D-friendly beta-blocker use was associated with a lower rate of hospitalization for hyperglycaemia, but a higher rate of all-cause re-hospitalization.
29957327|ab|1|29957327|INTRODUCTION|BACKGROUND|OBJECTIVE|Our objective was to analyze the characteristics that affect skeletal Class I adults with mandibular asymmetries using cone-beam computerized tomography.
29957327|ab|2|29957327|METHODS|METHODS|METHODS|The sample included cone-beam computerized tomography images of 120 subjects.
29957327|ab|3|29957327|METHODS|METHODS|METHODS|Asymmetry was determined by the deviation of gnathion from the midsagittal plane and classified as relative symmetry, moderate asymmetry, or severe asymmetry.
29957327|ab|4|29957327|METHODS|METHODS|METHODS|Maxillary and mandibular measurements were made, and the differences between the contralateral side and the deviated side were evaluated, as well as the differences between the categories of asymmetry.
29957327|ab|5|29957327|RESULTS|RESULTS|RESULTS|For patients with moderate asymmetry, there were significant differences between the contralateral and deviated sides for some measuments in the transverse and vertical planes.
29957327|ab|6|29957327|RESULTS|RESULTS|RESULTS|For those with severe asymmetry, statistically significant differences were found between the sides for all measurements, except for the measuments that evaluated the position of the mandibular condyle in the transverse and sagittal directions.
29957327|ab|7|29957327|RESULTS|RESULTS|RESULTS|Furthermore, a strong correlation was found in patients with severe asymmetry, between the deviation of the mandibular dental midline and the lateral displacement of gnathion.
29957327|ab|8|29957327|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Patients with relative symmetry had a bilateral balance, whereas those with moderate and severe asymmetries showed several skeletal imbalances.
29957327|ab|9|29957327|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|A great deviation of the mandibular dental midline may indicate severe skeletal asymmetry in Class I adults.
29775695|ab|1|29775695|ETHNOPHARMACOLOGICAL RELEVANCE|BACKGROUND|BACKGROUND|Pulsatilla decoction (PD) is a classical prescription in Traditional Chinese Medicine (TCM) and has been reported to have inhibitory effects on Candida albicans proliferation.
29775695|ab|2|29775695|STUDY AIM|OBJECTIVE|OBJECTIVE|To investigate the therapeutic effects of PD in the treatment of Vulvovaginal candidiasis (VVC) and elucidate the potential mechanism.
29775695|ab|3|29775695|MATERIALS AND METHODS|METHODS|METHODS|Female BALB/c mice (N=90) were randomized to six treatment groups, including the Control group, Model group, three PD groups and Fluconazole group which served as a positive control (20mg/kg weekly).
29775695|ab|4|29775695|MATERIALS AND METHODS|METHODS|METHODS|The three PD groups (low dose group, medium dose group and high dose group) were given a daily intragastric gavage of PD at doses of 5, 10 and 20g/kg, respectively.
29775695|ab|5|29775695|MATERIALS AND METHODS|METHODS|METHODS|Five animals from each group were euthanized on Day 4, Day 7 and Day 14 after treatment.
29775695|ab|6|29775695|MATERIALS AND METHODS|METHODS|METHODS|Colony forming unit (CFU) was measured by the serial dilution method.
29775695|ab|7|29775695|MATERIALS AND METHODS|METHODS|METHODS|The degree of infection was assessed by Gram staining, Periodic acid schiff (PAS) staining, Hematoxylin and eosin (H&E) staining and Scanning electron microscopy (SEM).
29775695|ab|8|29775695|MATERIALS AND METHODS|METHODS|METHODS|The serum inflammation levels were determined by a Luminex assay.
29775695|ab|9|29775695|MATERIALS AND METHODS|METHODS|METHODS|Gene and protein expression levels of components of the Dectin-1 signaling pathway were determined by Real-time PCR, Western-blot and immunohistochemistry, respectively.
29775695|ab|10|29775695|RESULTS|RESULTS|RESULTS|The administration of PD significantly decreased the fungal load from Day 7 post-infection onwards and decreased the number of visible microorganisms based on findings from Gram staining, PAS staining and SEM.
29775695|ab|11|29775695|RESULTS|RESULTS|RESULTS|H&E staining indicated that the impaired histological profiles were improved in all three PD groups.
29775695|ab|12|29775695|RESULTS|RESULTS|RESULTS|PD led to a significantly lower level of IL-23 in the serum; the levels of IL-10 and TNF-alpha were also decreased, although the differences were not significant.
29775695|ab|13|29775695|RESULTS|RESULTS|RESULTS|Furthermore, a substantial downregulation of Dectin-1, CARD9 and NF-kappaB mRNA levels and Dectin-1, Syk, CARD9 and NF-kappaB protein levels was observed after the administration of PD.
29775695|ab|14|29775695|CONCLUSION|CONCLUSIONS|CONCLUSIONS|This study suggests that PD exerts inhibitory effects on C. albicans proliferation, adhesion and inflammation and simultaneously downregulates the expression levels of important genes and proteins associated with the Dectin-1 pathway, highlighting the potential application of PD to improve the clinical management of VVC.
29852849|ab|1|29852849|BACKGROUND|BACKGROUND|BACKGROUND|Chlorhexidine gluconate (CHG) bathing has been reported to decrease bloodstream infections and colonisation of multidrug-resistant organisms (MROs) in intensive care units (ICUs).
29852849|ab|2|29852849|BACKGROUND|BACKGROUND|BACKGROUND|However, its effectiveness in an Australian setting has not been assessed.
29852849|ab|3|29852849|OBJECTIVE|OBJECTIVE|OBJECTIVE|To test whether the introduction of ICU-wide CHG bathing in place of triclosan would affect rates of the primary outcome of central line-associated bloodstream infections (CLABSI), or the secondary outcomes of ICU-acquired positive blood cultures or other clinical specimens, and MRO colonisation including methicillin-resistant Staphylococcus aureus (MRSA) and vancomycin-resistant enterococci (VRE).
29852849|ab|4|29852849|METHODS|METHODS|METHODS|We conducted a single-centre, sequential, before-and-after observational study.
29852849|ab|5|29852849|METHODS|METHODS|METHODS|Patient microbiological and clinical data were compared in the 12 months before and after the introduction of CHG bathing in the ICU.
29852849|ab|6|29852849|RESULTS|RESULTS|RESULTS|A total of 4262 ICU admissions were studied, 2117 before and 2145 during the CHG-bathing period.
29852849|ab|7|29852849|RESULTS|RESULTS|RESULTS|There were no significant changes in the rates of CLABSI (from 1.69/1000 central venous catheter-days [95% CI, 0.68-3.48] to 1.33 [95% CI, 0.49-2.90]; P = 0.68), or ICU-acquired positive blood cultures (from 5.14/1000 patientdays [95% CI, 3.45-7.39] to 4.45 [95% CI, 3.00-6.36]; P = 0.58).
29852849|ab|8|29852849|RESULTS|RESULTS|RESULTS|However, we observed a lower incidence of MRSA acquisition during the CHG-bathing period (mean difference, -2.13 [95% CI, -3.65 to -0.60] per 1000 patient-days; P = 0.007).
29852849|ab|9|29852849|RESULTS|RESULTS|RESULTS|There was no difference in the rate of isolates involving other pathogens including VRE.
29852849|ab|10|29852849|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|In a tertiary Australian ICU, routine CHG bathing compared with triclosan did not affect the rates of ICU-acquired CLABSI or positive blood cultures.
29852849|ab|11|29852849|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|However, it significantly decreased the incidence of MRSA acquisition.
29957468|ab|1|29957468|BACKGROUND|BACKGROUND|BACKGROUND|Tumor angiogenesis is an essential process for facilitating tumor growth and metastasis.
29957468|ab|2|29957468|BACKGROUND|BACKGROUND|BACKGROUND|Fatty acid binding protein 5(FABP5)is highly expressed in hepatocellular carcinoma (HCC).
29957468|ab|3|29957468|BACKGROUND|BACKGROUND|OBJECTIVE|Thus, we investigated the role of FABP5 in tumor angiogenesis during HCC development.
29957468|ab|4|29957468|METHODS|METHODS|METHODS|In this study, the protein and mRNA levels of FABP5 in matched HCC and adjacent noncancerous liver tissues from 43 patients were determined using immunohistochemistry and real-time quantitative PCR, respectively.
29957468|ab|5|29957468|METHODS|METHODS|METHODS|Two HCC cell lines (Huh7 and SMMC-7721) and human umbilical vein endothelial cells (HUVECS) were used to investigate the pro-angiogenic effect of FABP5 by tube formation, CCK8 and Transwell migration assays.
29957468|ab|6|29957468|METHODS|METHODS|METHODS|The expression levels of interleukin 6 (IL6) and vascular endothelial growth factor A (VEGFA) secreted from HCC cells were detected by enzyme-linked immunosorbent assay (ELISA).
29957468|ab|7|29957468|RESULTS|RESULTS|RESULTS|In 43 HCC patients, the expression of FABP5 mRNA was positively correlated with intratumoral VEGFA mRNA expression.
29957468|ab|8|29957468|RESULTS|RESULTS|RESULTS|FABP5 mRNA expression was also associated with adverse HCC characteristics.
29957468|ab|9|29957468|RESULTS|RESULTS|RESULTS|In vitro, cell viability, cell migration and tube formation in HUVECs were enhanced with increasing expression of FABP5 in HCC cells.
29957468|ab|10|29957468|RESULTS|RESULTS|RESULTS|Downregulation of FABP5 expression inhibited the IL6/STAT3/VEGFA pathway in HCC cells and inhibited tumor angiogenesis.
29957468|ab|11|29957468|CONCLUSION|CONCLUSIONS|CONCLUSIONS|FABP5 was shown to promote angiogenesis and activate the IL6/STAT3/VEGFA pathway in HCC.
29957468|ab|12|29957468|CONCLUSION|CONCLUSIONS|CONCLUSIONS|FABP5 may be a potential antiangiogenic target in the treatment of HCC.
29788764|ab|1|29788764|BACKGROUND|BACKGROUND|BACKGROUND|The obesity epidemic has led to an increase in prediabetes in youth, causing a serious public health concern.
29788764|ab|2|29788764|BACKGROUND|BACKGROUND|BACKGROUND|Education on diabetes risk and initiation of lifestyle change are the primary treatment modalities.
29788764|ab|3|29788764|BACKGROUND|BACKGROUND|BACKGROUND|There are few existing age-appropriate health education tools to address diabetes prevention for high-risk youth.
29788764|ab|4|29788764|AIM|OBJECTIVE|OBJECTIVE|To develop an age-appropriate health education tool(s) to help youth better understand type 2 diabetes risk factors and the reversibility of risk.
29788764|ab|5|29788764|METHOD|METHODS|METHODS|Health education tool development took place in five phases: exploration, design, analysis, refinement, and process evaluation.
29788764|ab|6|29788764|RESULTS|RESULTS|RESULTS|The project resulted in (1) booklet designed to increase knowledge of risk, (2) meme generator that mirrors the booklet graphics and allows youth to create their own meme based on their pancreas' current mood, (3) environmental posters for clinic, and (4) brief self-assessment that acts as a conversation starter for the health educators.
29788764|ab|7|29788764|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Patients reported high likability and satisfaction with the health education tools, with the majority of patients giving the materials an "A" rating.
29788764|ab|8|29788764|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The process evaluation indicated a high level of fidelity and related measures regarding how the health education tools were intended to be used and how they were actually used in the clinic setting.
29953979|ab|1|29953979|BACKGROUND|BACKGROUND|OBJECTIVE|The aim of this study was to investigate the association of gait speed and gait variability, an index of how much gait parameters, such as step time, fluctuate step-to-step, with risk of cognitive decline in cognitively normal elderly individuals.
29953979|ab|2|29953979|BACKGROUND|BACKGROUND|BACKGROUND|While high gait variability is emerging as an early indicator of dementing illnesses, there is little research on whether high gait variability predicts cognitive decline in cognitively normal elderly who have no evidence of cognitive impairment.
29953979|ab|3|29953979|METHODS|METHODS|METHODS|In this 4-year prospective cohort study on 91 community-dwelling cognitively normal elderly individuals without cerebral ischemic burden or Parkinsonism, we evaluated gait speed and step time variability using a tri-axial accelerometer placed on the center of body mass, and diagnosed mild cognitive impairment (MCI) according to the International Working Group on MCI.
29953979|ab|4|29953979|METHODS|METHODS|METHODS|We performed Kaplan-Meier analysis with consecutive log-rank testing for MCI-free survival by cohort-specific tertiles of gait speed; hazard ratios (HR) of incident MCI were estimated using Cox proportional hazards regression analysis adjusted for age, sex, education level, Cumulative Illness Rating Scale score, GDS score, and presence of the apolipoprotein E epsilon4 allele.
29953979|ab|5|29953979|RESULTS|RESULTS|RESULTS|Out of the 91 participants in the baseline assessment, 87 completed one or more 2-year follow-up assessments, and the median duration of follow-up was 47.1 months.
29953979|ab|6|29953979|RESULTS|RESULTS|RESULTS|Kaplan-Meier curves of incident MCI show evident differences in risk by gait variability group (chi2 = 9.64, p = 0.002, log-rank test).
29953979|ab|7|29953979|RESULTS|RESULTS|RESULTS|Mean MCI-free survival in the high variability group was 12% shorter than in the mid-to-low tertile group (47.4 +/- 1.74 [SD] vs. 54.04 +/- 0.52 months), while it was comparable between gait speed groups (51.59 +/- 0.70 vs. 50.64 +/- 1.77 months; chi2 = 1.16, p = 0.281).
29953979|ab|8|29953979|RESULTS|RESULTS|RESULTS|In multivariate analysis, subjects with high gait variability showed about 12-fold higher risk of MCI (HR = 11.97, 95% CI = 1.29-111.37) than those with mid-to-low variability.
29953979|ab|9|29953979|RESULTS|RESULTS|RESULTS|However, those with slow gait speed showed comparable MCI risk to those with mid-to-high speed (HR = 5.04, 95% CI = 0.53-48.18).
29953979|ab|10|29953979|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Gait variability may be a better predictor of cognitive decline than gait speed in cognitively normal elderly individuals without cerebral ischemic burden or Parkinsonism.
28887422|ab|1|28887422||BACKGROUND|BACKGROUND|Hanseniaspora uvarum (anamorph Kloeckera apiculata) is a predominant yeast on wine grapes and other fruits and has a strong influence on wine quality, even when Saccharomyces cerevisiae starter cultures are employed.
28887422|ab|2|28887422||BACKGROUND|OBJECTIVE|In this work, we sequenced and annotated approximately 93% of the H. uvarum genome.
28887422|ab|3|28887422||METHODS|METHODS|Southern and synteny analyses were employed to construct a map of the seven chromosomes present in a type strain.
28887422|ab|4|28887422||RESULTS|RESULTS|Comparative determinations of specific enzyme activities within the fermentative pathway in H. uvarum and S. cerevisiae indicated that the reduced capacity of the former yeast for ethanol production is caused primarily by an approximately 10-fold-lower activity of the key glycolytic enzyme pyruvate kinase.
28887422|ab|5|28887422||RESULTS|RESULTS|The heterologous expression of the encoding gene, H. uvarumPYK1 (HuPYK1), and two genes encoding the phosphofructokinase subunits, HuPFK1 and HuPFK2, in the respective deletion mutants of S. cerevisiae confirmed their functional homology.
28887422|ab|6|28887422||RESULTS|BACKGROUND|IMPORTANCEHanseniaspora uvarum is a predominant yeast species on grapes and other fruits.
28887422|ab|7|28887422||RESULTS|BACKGROUND|It contributes significantly to the production of desired as well as unfavorable aroma compounds and thus determines the quality of the final product, especially wine.
28887422|ab|8|28887422||RESULTS|BACKGROUND|Despite this obvious importance, knowledge on its genetics is scarce.
28887422|ab|9|28887422||RESULTS|OBJECTIVE|As a basis for targeted metabolic modifications, here we provide the results of a genomic sequencing approach, including the annotation of 3,010 protein-encoding genes, e.g., those encoding the entire sugar fermentation pathway, key components of stress response signaling pathways, and enzymes catalyzing the production of aroma compounds.
28887422|ab|10|28887422||CONCLUSIONS|CONCLUSIONS|Comparative analyses suggest that the low fermentative capacity of H. uvarum compared to that of Saccharomyces cerevisiae can be attributed to low pyruvate kinase activity.
28887422|ab|11|28887422||CONCLUSIONS|CONCLUSIONS|The data reported here are expected to aid in establishing H. uvarum as a non-Saccharomyces yeast in starter cultures for wine and cider fermentations.
29858160|ab|1|29858160|INTRODUCTION|BACKGROUND|BACKGROUND|Binaurally evoked auditory evoked potentials have good diagnostic values when testing subjects with central auditory deficits.
29858160|ab|2|29858160|INTRODUCTION|BACKGROUND|BACKGROUND|The literature on speech-evoked auditory brainstem response evoked by binaural stimulation is in fact limited.
29858160|ab|3|29858160|INTRODUCTION|BACKGROUND|BACKGROUND|Gender disparities in speech-evoked auditory brainstem response results have been consistently noted but the magnitude of gender difference has not been reported.
29858160|ab|4|29858160|OBJECTIVE|OBJECTIVE|OBJECTIVE|The present study aimed to compare the magnitude of gender difference in speech-evoked auditory brainstem response results between monaural and binaural stimulations.
29858160|ab|5|29858160|METHODS|METHODS|METHODS|A total of 34 healthy Asian adults aged 19-30 years participated in this comparative study.
29858160|ab|6|29858160|METHODS|METHODS|METHODS|Eighteen of them were females (mean age=23.6+/-2.3 years) and the remaining sixteen were males (mean age=22.0+/-2.3 years).
29858160|ab|7|29858160|METHODS|METHODS|METHODS|For each subject, speech-evoked auditory brainstem response was recorded with the synthesized syllable /da/ presented monaurally and binaurally.
29858160|ab|8|29858160|RESULTS|RESULTS|RESULTS|While latencies were not affected (p>0.05), the binaural stimulation produced statistically higher speech-evoked auditory brainstem response amplitudes than the monaural stimulation (p<0.05).
29858160|ab|9|29858160|RESULTS|RESULTS|RESULTS|As revealed by large effect sizes (d>0.80), substantive gender differences were noted in most of speech-evoked auditory brainstem response peaks for both stimulation modes.
29858160|ab|10|29858160|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The magnitude of gender difference between the two stimulation modes revealed some distinct patterns.
29858160|ab|11|29858160|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Based on these clinically significant results, gender-specific normative data are highly recommended when using speech-evoked auditory brainstem response for clinical and future applications.
29858160|ab|12|29858160|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The preliminary normative data provided in the present study can serve as the reference for future studies on this test among Asian adults.
29140092|ab|1|29140092||BACKGROUND|BACKGROUND|Family 1 UDP-glycosyltransferases (UGTs) in plants primarily form glucose conjugates of small molecules and, besides other functions, play a role in detoxification of xenobiotics.
29140092|ab|2|29140092||BACKGROUND|BACKGROUND|Indeed, overexpression of a barley UGT in wheat has been shown to control Fusarium head blight, which is a plant disease of global significance that leads to reduced crop yields and contamination with trichothecene mycotoxins such as deoxynivalenol (DON), T-2 toxin, and many other structural variants.
29140092|ab|3|29140092||BACKGROUND|BACKGROUND|The UGT Os79 from rice has emerged as a promising candidate for inactivation of mycotoxins because of its ability to glycosylate DON, nivalenol, and hydrolyzed T-2 toxin (HT-2).
29140092|ab|4|29140092||BACKGROUND|BACKGROUND|However, Os79 is unable to modify T-2 toxin (T-2), produced by pathogens such as Fusarium sporotrichioides and Fusarium langsethii.
29140092|ab|5|29140092||BACKGROUND|BACKGROUND|Activity toward T-2 is desirable because it would allow a single UGT to inactivate co-occurring mycotoxins.
29140092|ab|6|29140092||RESULTS|OBJECTIVE|Here, the structure of Os79 in complex with the products UDP and deoxynivalenol 3-O-glucoside is reported together with a kinetic analysis of a broad range of trichothecene mycotoxins.
29140092|ab|7|29140092||RESULTS|RESULTS|Residues associated with the trichothecene binding pocket were examined by site-directed mutagenesis that revealed that trichothecenes substituted at the C4 position, which are not glycosylated by wild-type Os79, can be accommodated in the binding pocket by increasing its volume.
29140092|ab|8|29140092||RESULTS|RESULTS|The H122A/L123A/Q202L triple mutation, which increases the volume of the active site and attenuates polar contacts, led to strong and equivalent activity toward trichothecenes with C4 acetyl groups.
29140092|ab|9|29140092||CONCLUSIONS|CONCLUSIONS|This mutant enzyme provides the broad specificity required to control multiple toxins produced by different Fusarium species and chemotypes.
29953969|ab|1|29953969|BACKGROUND/AIMS|OBJECTIVE|BACKGROUND|In the treatment of serious and symptomatic coronary heart disease (CHD), coronary artery bypass grafting (CABG) is a frequently utilized intervention.
29953969|ab|2|29953969|BACKGROUND/AIMS|OBJECTIVE|BACKGROUND|In addition, the risk of CHD is strongly associated with the low activity of paraoxonase-1 (PON1), whose 3'-UTR harbors an rs3735590 polymorphism.
29953969|ab|3|29953969|BACKGROUND/AIMS|OBJECTIVE|OBJECTIVE|The aim of this study was to investigate whether the rs3735590 polymorphism could be used as a prognosis marker in chronic obstructive pulmonary disease (COPD) patients undergoing CABG.
29953969|ab|4|29953969|BACKGROUND/AIMS|OBJECTIVE|OBJECTIVE|In addition, the hypothesis, i.e., the rs3735590 polymorphism may be involved in the regulation of PON1 gene expression via modulating its interaction with miRNAs, was tested in this study.
29953969|ab|5|29953969|METHODS|METHODS|METHODS|292 patients diagnosed with COPD and treated with CABG were recruited for this study.
29953969|ab|6|29953969|METHODS|METHODS|METHODS|Genomic DNA was extracted from clinical samples, and real-time quantitative PCR and Western-blot were used to measure the expression of miR-616 and PON1 in liver cells of different genotypes.
29953969|ab|7|29953969|RESULTS|RESULTS|METHODS|292 COPD patients were divided into three groups according to their genotypes, i.e., rs3735590: CC (212), TC (75), and TT (5), respectively (TC and TT were merged in one group of T carriers for statistical analyses).
29953969|ab|8|29953969|RESULTS|RESULTS|RESULTS|Patients with the CC genotype were associated with a shorter event-free survival time as compared to patients with the T genotypes.
29953969|ab|9|29953969|RESULTS|RESULTS|RESULTS|In addition, PON1 was confirmed as a direct target gene of miR-616, while experiments with primary cells of different genotypes showed that miR-616 inhibited the expression of PON1 in CC cells.
29953969|ab|10|29953969|RESULTS|RESULTS|RESULTS|On the contrary, rs3735590 impaired such inhibitory effect of miR-616 in TT cells.
29953969|ab|11|29953969|CONCLUSION|CONCLUSIONS|CONCLUSIONS|The rs3735590 polymorphism of PON1 acts as a prognostic biomarker in COPD patients treated by CABG.
29953040|ab|1|29953040|BACKGROUND|BACKGROUND|BACKGROUND|Parkinson disease (PD) is a neurodegenerative disorder affecting the basal nuclei, causing motor and cognitive disorders.
29953040|ab|2|29953040|BACKGROUND|BACKGROUND|BACKGROUND|Bearing in mind that standard treatments are ineffective in delaying the disease progression, alternative treatments capable of eliminating symptoms and reversing the clinical condition have been sought.
