PMID||SENTID||STRUCTURED ABSTRACT LABEL|NORMALIZED LABEL/PREDICTION|GOLD|SENTENCE
29895045|ab|16|29895045|RESULTS|RESULTS|RESULTS|Univariate analyses showed significant differences among the intervention group before and after the intervention for total score (p<0.001), smoke score (p<0.001), and life skills score (p=0.003).
29895045|ab|17|29895045|RESULTS|RESULTS|RESULTS|No significant differences among the intervention group before and after the intervention were reported for alcohol score (p=0.076).
29895045|ab|18|29895045|RESULTS|RESULTS|RESULTS|Regarding the control group univariate analysis showed significant differences in total score (p=0,001) and life skills score (p=0.005).
29895045|ab|19|29895045|RESULTS|RESULTS|RESULTS|Multivariate analysis revealed that enrollment in the intervention was the only variable that had a significant positive influence on smoking knowledge score (beta=1.070, p=0.05).
29895045|ab|20|29895045|CONCLUSION|CONCLUSIONS|CONCLUSIONS|This pilot study shows that the intervention was effective among the intervention group for all the scores: total score, smoke score and life skills score, but ineffective for alcohol.
29895045|ab|21|29895045|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Overall, the combination of a presentation and games was effective in increasing life skills knowledge.
25090342|ab|1|25090342||OBJECTIVE|OBJECTIVE|In this paper, we carried out experiments to investigate dome-shaped microlaser based on the whispering gallery modes for remote wall temperature sensing.
25090342|ab|2|25090342||OBJECTIVE|METHODS|The dome-shaped resonator was made of Norland blocking adhesive (NBA 107) doped with a solution of rhodamine 6G and ethanol.
25090342|ab|3|25090342||METHODS|METHODS|Two different configurations are considered: (i) resonator placed on top of a thin layer of 10:1 polydimethylsiloxane (10:1 PDMS), and (ii) resonator encapsulated in a thin layer of 10:1 PDMS.
25090342|ab|4|25090342||METHODS|METHODS|The microlaser was remotely pumped using a Q switch Nd:YAG laser with pulse repetition rate of 10 Hz, pulse linewidth of 10 ns, and pulse energy of 100 muJ/cm(2).
25090342|ab|5|25090342||RESULTS|RESULTS|The excited optical modes showed an average optical quality factor of 10(4) for both configurations.
25090342|ab|6|25090342||RESULTS|RESULTS|In addition, the measurements showed sensitivity to temperature of ~0.06 nm/ degrees C and a resolution of 1 degrees C for both configurations.
25090342|ab|7|25090342||CONCLUSIONS|CONCLUSIONS|This sensitivity was limited by the resolution of the experimental setup used in these studies.
29926483|ab|1|29926483|BACKGROUND|BACKGROUND|BACKGROUND|Rate of progression of periodontitis has been used to inform the design of classifications of periodontal diseases.
29926483|ab|2|29926483|BACKGROUND|BACKGROUND|BACKGROUND|However, the evidence underpinning this topic is unclear and no systematic review has yet been conducted.
29926483|ab|3|29926483|OBJECTIVES|OBJECTIVE|OBJECTIVE|The focused question for this systematic review was: in adults, what is the progression of periodontitis in terms of clinical attachment loss, radiographic bone loss, and tooth loss?
29926483|ab|4|29926483|DATA SOURCES|METHODS|METHODS|Highly sensitive electronic search was conducted for published data in MEDLINE, EMBASE, LILACS, and unpublished grey literature in OpenGrey up to February 2016.
29926483|ab|5|29926483|DATA SOURCES|METHODS|METHODS|Reference lists of retrieved studies for full-text screening and reviews were hand-searched for potentially eligible studies.
29926483|ab|6|29926483|DATA SOURCES|METHODS|METHODS|Prospective, longitudinal observational studies with follow-up of at least 12 months and presenting data on the primary outcome, change in clinical attachment level, in adults (age >/=18 years).
29926483|ab|7|29926483|DATA SOURCES|METHODS|METHODS|Secondary outcomes, tooth loss and bone level change, were only assessed in studies reporting the primary outcome.
29926483|ab|8|29926483|DATA SOURCES|METHODS|METHODS|Studies investigating specific disease populations or only on treated periodontitis patients were excluded.
29926483|ab|9|29926483|STUDY APPRAISAL AND SYNTHESIS METHODS|METHODS|METHODS|Risk of bias and methodology were assessed using the Newcastle-Ottawa Scale with two additional questions on security of outcome assessment.
29926483|ab|10|29926483|STUDY APPRAISAL AND SYNTHESIS METHODS|METHODS|METHODS|Studies were pooled by abstracting or estimating mean annual attachment or bone level change and annual tooth loss.
29926483|ab|11|29926483|STUDY APPRAISAL AND SYNTHESIS METHODS|METHODS|METHODS|Random effects meta-analysis was conducted with investigation of effect of potential modifiers where possible.
29926483|ab|12|29926483|RESULTS|RESULTS|METHODS|A total 11,482 records were screened for eligibility; 33 publications of 16 original studies reporting on more than 8,600 participants were finally included as eligible for the review.
29926483|ab|13|29926483|RESULTS|RESULTS|RESULTS|The studies represented populations from both developing and developed economies.
29926483|ab|14|29926483|RESULTS|RESULTS|RESULTS|Mean annual attachment loss was 0.1 mm per year (95% CI 0.068, 0.132; I(2 ) = 99%) and mean annual tooth loss was 0.2 teeth per year (95% CI 0.10, 0.33; I(2 ) = 94%).
29926483|ab|15|29926483|RESULTS|RESULTS|RESULTS|Observational analysis of highest and lowest mean attachment change quintiles suggested substantial differences between groups with minimal annual change in the lowest quintile and an average deterioration of 0.45 mm mean attachment loss per year in the highest group.
29926483|ab|16|29926483|RESULTS|RESULTS|RESULTS|This value increased to 0.6 mm per year with periodontitis alone.
29926483|ab|17|29926483|RESULTS|RESULTS|RESULTS|There was surprisingly little effect of age or gender on attachment level change.
29926483|ab|18|29926483|RESULTS|RESULTS|RESULTS|Geographic location, however, was associated with more than three times higher mean annual attachment loss in Sri Lanka and China (0.20 mm, 95% CI 0.15, 0.27; I(2) = 83%) vs North America and Europe (0.056 mm, 95% CI 0.025, 0.087; I(2) = 99%) P < 0.001.
29926483|ab|19|29926483|LIMITATIONS|CONCLUSIONS|CONCLUSIONS|There were a limited number of studies (N = 16), high variability of design in key study components (sampling frames, included ages, data analyses), and high statistical heterogeneity that could not be explained.
29926483|ab|20|29926483|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Within the limitations of the research, the data show that mean annual attachment level change varies considerably both within and between populations.
29926483|ab|21|29926483|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Overall, the evidence does not support or refute the differentiation between forms of periodontal diseases based upon progression of attachment level change.
29948588|ab|1|29948588|PURPOSE|OBJECTIVE|BACKGROUND|Despite recent advances in the treatment of eliminating accessory pathways (APs), catheter-induced mechanical block (bump) of APs has been reported to result in a less favorable outcome with high primary failure and recurrence rates.
29948588|ab|2|29948588|PURPOSE|OBJECTIVE|BACKGROUND|The real bump site cannot always be precisely reapproached under fluoroscopy so physicians can perform ablation to a location different from where the mechanical block was encountered.
29948588|ab|3|29948588|PURPOSE|OBJECTIVE|OBJECTIVE|In this paper, we describe this novel use of a 3-dimensional (3D) mapping system (playback ablation) with a case series.
29948588|ab|4|29948588|METHODS|METHODS|METHODS|The EnSite Velocity system (St. Jude Medical, St. Paul, MN, USA), a 3D mapping system, has a unique function that records the positional information of catheters in a 3D geometric map and the local potential of catheters continuously.
29948588|ab|5|29948588|METHODS|METHODS|METHODS|This function enables physicians to specify the bump site in a 3D geometric map and apply ablation to the bump site even if the catheter moves away from the bump site.
29948588|ab|6|29948588|RESULTS|RESULTS|RESULTS|This technique helped us eliminate APs in two patients with bump of APs, and they have been free of preexcitation and arrhythmias without the use of anti-arrhythmic drugs for more than 3 months.
29948588|ab|7|29948588|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|This technique may contribute to improving long-term success in patients with mechanical block of APs.
27353184|ab|1|27353184||BACKGROUND|BACKGROUND|Porcine epidemic diarrhea virus (PEDV) has continued to cause sporadic outbreaks in Thailand since 2007 and a pandemic variant containing an insertion and deletion in the spike gene was responsible for outbreaks.
27353184|ab|2|27353184||BACKGROUND|BACKGROUND|In 2014, there were further outbreaks of the disease occurring within four months of each other.
27353184|ab|3|27353184||METHODS|OBJECTIVE|In this study, the full-length genome sequences of two genetically distinct PEDV isolates from the outbreaks were characterized.
27353184|ab|4|27353184||RESULTS|RESULTS|The two PEDV isolates, CBR1/2014 and EAS1/2014, were 28,039 and 28,033 nucleotides in length and showed 96.2% and 93.6% similarities at nucleotide and amino acid levels respectively.
27353184|ab|5|27353184||RESULTS|RESULTS|In total, we have observed 1048 nucleotide substitutions throughout the genome.
27353184|ab|6|27353184||RESULTS|RESULTS|Compared to EAS1/2014, CBR1/2014 has 2 insertions of 4 ((56)GENQ(59)) and 1 ((140)N) amino acid positions 56-59 and 140, and 2 deletions of 2 ((160)DG(161)) and 1 ((1199)Y) amino acid positions 160-161 and 1199.
27353184|ab|7|27353184||RESULTS|RESULTS|The phylogenetic analysis based on full-length genome of CBR1/2014 isolate has grouped the virus with the pandemic variants.
27353184|ab|8|27353184||RESULTS|RESULTS|In contrast, EAS1/2014 isolate was grouped with CV777, LZC and SM98, a classical variant.
27353184|ab|9|27353184||CONCLUSIONS|CONCLUSIONS|Our findings demonstrated the emergence of EAS1/2014, a classical variant which is novel to Thailand and genetically distinct from the currently circulating endemic variants.
27353184|ab|10|27353184||CONCLUSIONS|CONCLUSIONS|This study warrants further investigations into molecular epidemiology and genetic evolution of the PEDV in Thailand.
21911402|ab|1|21911402||OBJECTIVE|OBJECTIVE|We experimentally study the effects of a uniform electric field on the conformation of single DNA molecules.
21911402|ab|2|21911402||OBJECTIVE|RESULTS|We demonstrate that a moderate electric field (~200 V/cm) strongly compresses isolated DNA polymer coils into isotropic globules.
21911402|ab|3|21911402||OBJECTIVE|RESULTS|Insight into the nature of these compressed states is gained by following the expansion of the molecules back to equilibrium after halting the electric field.
21911402|ab|4|21911402||METHODS|RESULTS|We observe two distinct types of expansion modes: a continuous molecular expansion analogous to a compressed spring expanding, and a much slower expansion characterized by two long-lived metastable states.
21911402|ab|5|21911402||RESULTS|RESULTS|Fluorescence microscopy and stretching experiments reveal that the metastable states are the result of intramolecular self-entanglements induced by the electric field.
21911402|ab|6|21911402||CONCLUSIONS|CONCLUSIONS|These results have broad importance in DNA separations and single molecule genomics, polymer rheology, and DNA-based nanofabrication.
29953087|ab|6|29953087|PURPOSE|OBJECTIVE|OBJECTIVE|To demonstrate the possibilities of differential diagnostics of DSM with HC using modern instrumental diagnostic methods.
29953087|ab|7|29953087|MATERIAL AND METHODS|METHODS|METHODS|The study involved two clinical cases of patients with DSM and HC, who underwent comprehensive ophthalmological examination including EDI-OCT and OCT angiography, fluorescent angiography (FA), indocyanine-green angiography (ICG) and magnetic resonance imaging of brain and orbits (MRI).
29953087|ab|8|29953087|RESULTS|RESULTS|RESULTS|The most simple and highly informative method for differential diagnostic of DSM with HC is currently EDI-OCT.
29953087|ab|9|29953087|RESULTS|RESULTS|RESULTS|In difficult differential diagnostic cases, it is recommended to use FA and MRI.
29953087|ab|10|29953087|RESULTS|RESULTS|RESULTS|Additionally, for identification of the cause of SRD in DSM, OCT-angiography and ICG-angiography can be used.
29953087|ab|11|29953087|RESULTS|RESULTS|CONCLUSIONS|Thus, diagnostics of DSM is difficult today primarily because of the low awareness of ophthalmologists about the presence of such macula pathology.
29953087|ab|12|29953087|RESULTS|RESULTS|CONCLUSIONS|Detection of this anatomical feature by means of ophthalmoscopy alone can be difficult and requires special skills and experience.
29953087|ab|13|29953087|RESULTS|RESULTS|CONCLUSIONS|The use of EDI-OCT, as well as FA and MRI in difficult differential diagnostic cases, and correct interpretation of the obtained data can help avoid diagnostic errors.
29895247|ab|1|29895247|BACKGROUND|BACKGROUND|BACKGROUND|Hippocampal mean diffusivity (MD) measured by diffusion-tensor imaging is a promising diagnostic marker for Mild Cognitive Impairment (MCI) and dementia.
29895247|ab|2|29895247|BACKGROUND|BACKGROUND|BACKGROUND|Its performance has yet to be evaluated in primary care patients, who vary systematically from patients visiting specialized care settings.
29895247|ab|3|29895247|OBJECTIVE|OBJECTIVE|OBJECTIVE|We assessed the diagnostic accuracy of hippocampus diffusivity for detecting MCI and dementia in a sample recruited from primary care, compared to a sample from specialized care.
29895247|ab|4|29895247|METHODS|METHODS|METHODS|One sample was recruited from a primary care intervention trial (DelpHi-MV) (n=70), and the other sample was recruited from our memory clinic (n=70).
29895247|ab|5|29895247|METHODS|METHODS|METHODS|The samples were matched pairwise for diagnosis, MMSE, age, gender, and education.
29895247|ab|6|29895247|METHODS|METHODS|METHODS|They included dementia patients, MCI patients and healthy subjects.
29895247|ab|7|29895247|METHODS|METHODS|METHODS|Mean MD was calculated for the left and right hippocampus, corrected for partial volume effects.
29895247|ab|8|29895247|METHODS|METHODS|METHODS|Within each sample, left or right hippocampal MD served as predictor for diagnostic group in logistic regressions, which were additionally controlled for white matter lesions.
29895247|ab|9|29895247|RESULTS|RESULTS|RESULTS|In the primary care sample, hippocampal MD detected dementia with high cross-validated accuracy (left: AUC=.92; right: AUC=.85), but did not classify MCI with an accuracy above chance (left: AUC=.58; right: AUC=.44).
29895247|ab|10|29895247|RESULTS|RESULTS|RESULTS|In the memory clinic sample, hippocampal MD classified both dementia (left: AUC=.91; right: AUC=.91) and MCI (left: AUC=.86; right: AUC=.83) with high cross-validated accuracy.
29895247|ab|11|29895247|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Hippocampal MD supported the identification of dementia but did not contribute to the detection of MCI in the primary care patient population.
29890887|ab|1|29890887|INTRODUCTION|BACKGROUND|BACKGROUND|Older adults (50-70 years old) have lower organ donor registration rates than younger adults.
29890887|ab|2|29890887|INTRODUCTION|BACKGROUND|BACKGROUND|Older adults have different informational needs and donor registration behavior than younger age groups.
29890887|ab|3|29890887|OBJECTIVE|OBJECTIVE|OBJECTIVE|The objective of this qualitative study was to understand insights of older adults about organ donation to effectively address the barriers to becoming an organ donor.
29890887|ab|4|29890887|OBJECTIVE|OBJECTIVE|OBJECTIVE|This study identified turning points as "Aha!" moments that occurred during a dialogue intervention where older adults discussed benefits, barriers, and process to organ donation.
29890887|ab|5|29890887|SETTING AND PARTICIPANTS|METHODS|METHODS|Dialogues were held with small groups of older adults in 11 communities in a Midwestern organ procurement organization service area.
29890887|ab|6|29890887|SETTING AND PARTICIPANTS|METHODS|METHODS|Participants were positive to organ donation, but not registered as an organ donor.
29890887|ab|7|29890887|SETTING AND PARTICIPANTS|METHODS|METHODS|Methods/Approach: Qualitative analysis of verbatim comments from the dialogue and a follow-up survey were used to examine turning points or "Aha!" moments of participants' decision-making about organ donation and organ donor registration.
29890887|ab|8|29890887|FINDINGS|RESULTS|RESULTS|Twenty-one separate in-depth dialogues were conducted with 198 participants, with mean age of 60.57 years.
29890887|ab|9|29890887|FINDINGS|RESULTS|RESULTS|There were 2757 separate comments coded with 465 of the comments (17%) identified as providing Aha! moments during the dialogue.
29890887|ab|10|29890887|FINDINGS|RESULTS|RESULTS|Three themes include benefits of organ donation (30%), barriers about organ donation (39%), and organ donation process (31%).
29890887|ab|11|29890887|DISCUSSION|CONCLUSIONS|CONCLUSIONS|The research identified moments in the dialogue where possible learning about organ donation may have occurred.
29890887|ab|12|29890887|DISCUSSION|CONCLUSIONS|CONCLUSIONS|After participation in the dialogue process, there was an increase in intent to register to be an organ donor, organ donation discussion with family and friends, and organ donor registration.
29865035|ab|1|29865035|BACKGROUND|BACKGROUND|BACKGROUND|Intensified treatment of head and neck cancers (HNC): by radiotherapy (RTH) commonly combined with cytotoxic drugs is associated with oral mucositis (OM).
29865035|ab|2|29865035|BACKGROUND|BACKGROUND|BACKGROUND|Changes in the functioning of nucleotide synthesis pathway (RNR1, coded by RRM1 gene) can modulate the efficiency of cellular DNA repair mechanisms and influence the risk of occurrence and severity of OM in HNC patients after RTH.
29865035|ab|3|29865035|OBJECTIVE|OBJECTIVE|OBJECTIVE|The objective of this study was to evaluate the correlation between expression of RRM1 gene measured in free circulating RNA (cfRNA) and the risk of more severe OM and disease-free survival (DFS) and overall survival (OS) in patients undergoing RTH for HNC.
29865035|ab|4|29865035|METHODS|METHODS|METHODS|The study included 60 patients treated with RTH for HNC.
29865035|ab|5|29865035|METHODS|METHODS|METHODS|RRM1 gene expression was examined in circulating RNA isolated from peripheral blood plasma (before treatment).
29865035|ab|6|29865035|RESULTS|RESULTS|RESULTS|High RRM1 gene expression was significantly associated with higher risk of grade 3 OM after 5 (OR = 4.97), 6 (OR = 4.33) and 7 (OR = 3.50) weeks of RTH.
29865035|ab|7|29865035|RESULTS|RESULTS|RESULTS|Expression of RRM1 gene was not significantly related with risk of DFS and OS shortening (however well separated Kaplan-Meier curves might suggest its potential prognostic impact).
29865035|ab|8|29865035|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|The evaluation of RRM1 gene expression in cfRNA allows for estimation of the risk of severe OM in patients subjected to RTH.
27143622|ab|1|27143622||BACKGROUND|BACKGROUND|Dendrite morphology is pivotal for neural circuitry functioning.
27143622|ab|2|27143622||BACKGROUND|BACKGROUND|While the causative relationship between small-scale dendrite morphological abnormalities (shape, density of dendritic spines) and neurodevelopmental disorders is well established, such relationship remains elusive for larger-scale dendrite morphological impairments (size, shape, branching pattern of dendritic trees).
27143622|ab|3|27143622||OBJECTIVE|OBJECTIVE|Here, we summarize published data on dendrite morphological irregularities in human patients and animal models for neurodevelopmental disorders, with focus on autism and schizophrenia.
27143622|ab|4|27143622||METHODS|OBJECTIVE|We next discuss high-risk genes for these disorders and their role in dendrite morphogenesis.
27143622|ab|5|27143622||METHODS|OBJECTIVE|We finally overview recent developments in therapeutic attempts and we discuss how they relate to dendrite morphology.
27143622|ab|6|27143622||RESULTS|RESULTS|We find that both autism and schizophrenia are accompanied by dendritic arbor morphological irregularities, and that majority of their high-risk genes regulate dendrite morphogenesis.
27143622|ab|7|27143622||CONCLUSIONS|CONCLUSIONS|Thus, we present a compelling argument that, along with smaller-scale morphological impairments in dendrites (spines and synapse), irregularities in larger-scale dendrite morphology (arbor shape, size) may be an important part of neurodevelopmental disorders' etiology.
27143622|ab|8|27143622||CONCLUSIONS|CONCLUSIONS|We suggest that this should not be ignored when developing future therapeutic treatments.
20201947|ab|1|20201947||BACKGROUND|BACKGROUND|Flow cytometric immunophenotyping is considered an indispensable tool for the diagnosis, classification and monitoring of disease in monoclonal gammopathies.
20201947|ab|2|20201947||BACKGROUND|BACKGROUND|The clinical sensitivity of flow cytometry is comparable with advanced molecular methods.
20201947|ab|3|20201947||BACKGROUND|BACKGROUND|Clinical application of flow cytometry in monoclonal gammopathies has various dimensions, such as differential diagnosis of malignant plasma cell disorder from reactive plasmacytosis, identifying the progression risk in monoclonal gammopathy of undetermined significance (MGUS) and asymptomatic multiple myeloma (MM), and minimal residual disease detection.
20201947|ab|4|20201947||RESULTS|BACKGROUND|Flow cytometry-based clonality assessment with immunophenotyping encourages and enables the most stringent method of diagnosis and follow-up.
20201947|ab|5|20201947||RESULTS|OBJECTIVE|The objective of this review is to update the malignant plasma cells phenotypic profile of MGUS and MM.
20201947|ab|6|20201947||RESULTS|RESULTS|The most comprehensive antigens, such as CD19, CD27, CD28, CD45, CD56 and CD117, play a significant role in the characterization of normal and malignant plasma cells.
20201947|ab|7|20201947||RESULTS|RESULTS|Several research groups described the putative phenotype of myeloma cell progenitors, but no remarkable suggestion could be made because of disparity.
20201947|ab|8|20201947||CONCLUSIONS|CONCLUSIONS|This review also focuses on the association of malignant phenotypic markers and chromosomal aberrations that identify the specific prognostic features in monoclonal gammopathies.
29957265|ab|1|29957265|OBJECTIVE|OBJECTIVE|OBJECTIVE|The purpose of this study was to assess the role of remote magnetic navigation (RMN) in the ablation of ventricular premature complexes (VPCs) arising from outflow tracts (OT) and valve annuli by comparing to manual control navigation (MCN).
29957265|ab|2|29957265|METHODS|METHODS|METHODS|A total of 152 patients with frequent VPCs were prospectively enrolled.
29957265|ab|3|29957265|METHODS|METHODS|METHODS|64 (42%) patients underwent ablation guided by RMN.
29957265|ab|4|29957265|METHODS|METHODS|METHODS|Acute success rate was defined as the complete elimination and non-inducibility of clinical VPCs during the procedure.
29957265|ab|5|29957265|RESULTS|RESULTS|RESULTS|Overall, acute success rate of RMN group was not different from MCN group (87.5% vs 84.1%, p=0.56).
29957265|ab|6|29957265|RESULTS|RESULTS|RESULTS|Compared to MCN group, the fluoroscopic time of OT-VPCs ablation in the RMN group was significantly reduced by 67% (2.9+/-2.3min vs 8.9+/-9.7min, p=0.006), and the ablation applications in successful cases were significantly reduced (11+/-7 vs 15+/-11, p=0.018).
29957265|ab|7|29957265|RESULTS|RESULTS|RESULTS|Compared to MCN, RMN significantly decreased ablation applications (15+/-9 vs 23+/-9, p=0.013) in the acute success rates of ablating VPCs of valve annulus, and has a trend of a higher success rate for VPCs arising from tricuspid annulus (10/11 vs 7/12, p=0.193).
29957265|ab|8|29957265|RESULTS|RESULTS|RESULTS|No complications occurred in the RMN group.
29957265|ab|9|29957265|RESULTS|RESULTS|RESULTS|Three cases of cardiac tamponade and one case of transient atrioventricular block occurred in the MCN group (p=0.22).
29957265|ab|10|29957265|RESULTS|RESULTS|RESULTS|After a mean follow up of 16.2months, 2/56 and 3/74 patients had a recurrence of VPCs in the RMN group and MCN group respectively (p=0.75).
29957265|ab|11|29957265|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|When compared to MCN, RMN-guided ablation for VPCs was just as effective and safe, with the added benefit of reduced fluoroscopic time and fewer ablation applications.
18615489|ab|1|18615489||METHODS|OBJECTIVE|The in vitro effects of polyalkyl-imide hydrogel (PAI) containing 96% pyrogen-free water on the viability, apoptosis, cell shape and metabolic activities of murine 3T3 and human Detroit 555 fibroblasts were investigated.
18615489|ab|2|18615489||BACKGROUND|RESULTS|Analysis of the viscous-elastic properties and the ultrastructure of PAI, performed by rheometer and AFM respectively, showed that the material has the typical characteristics of hydrogel, including a three-dimensional configuration of molecules arranged in a regular network with many discrete caveolae where most of the water is captured.
18615489|ab|3|18615489||RESULTS|RESULTS|Hydrogel biocompatibility was found to be high for both cell lines, with some differences.
18615489|ab|4|18615489||RESULTS|RESULTS|Cell viability decreased more in 3T3 cells than Detroit 550 fibroblasts when cultured in the presence of 100 mg/ml hydrogel but not at concentrations of 25 and 50 mg/ml hydrogel.
18615489|ab|5|18615489||RESULTS|RESULTS|The period of incubation with PAI (24 and 48 h) only partially affected cell viability.
18615489|ab|6|18615489||RESULTS|RESULTS|Apoptosis, most likely due to cells' inability to adhere to the polymer, was the only type of cell death observed.
18615489|ab|7|18615489||RESULTS|RESULTS|Fibroblasts grown in the presence of polymer were always metabolically active since they continued to synthesize collagen.
18615489|ab|8|18615489||CONCLUSIONS|CONCLUSIONS|In conclusion, PAI hydrogel, even at high concentrations, was biocompatible for both fibroblasts, but in particular for human cells, thus encouraging its use as a dermal filler.
29938740|ab|1|29938740|BACKGROUND|BACKGROUND|BACKGROUND|There is an increasing interest in the medical use of cannabis, particularly in the treatment of chronic pain.
29938740|ab|2|29938740|OBJECTIVES|OBJECTIVE|OBJECTIVE|The aim is to evaluate the effects of cannabis use and the associated benefits reported by patients with various chronic pain diagnoses.
29938740|ab|3|29938740|MATERIAL AND METHODS|METHODS|METHODS|A total of 338 patients with different chro- nic pain conditions were treated with a Cannabis Flos 19% decoction for 12 months, in addition to their pharmacological therapy.
29938740|ab|4|29938740|MATERIAL AND METHODS|METHODS|METHODS|Baseline levels for pain medications, pain intensity, pain disability, anxiety and depression were recorded at 1, 3, 6 and 12 months.
29938740|ab|5|29938740|RESULTS|RESULTS|RESULTS|Pain intensity records a statistically significant reduction from Baseline to 12 months follow up (X(2) 61.375; P<0,001); the im- provements from Baseline to 12 months follow up are also recorded in pain disability (X(2) 39.423; P<0,001) and in anxiety and depression symptoms (X(2)30.362; P<0,001; X(2)27.786; P<0,001).
29938740|ab|6|29938740|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Our study suggest that Cannabis therapy, as an adjun- ct a traditional analgesic therapy, can be an efficacious tool to make more effective the management of chronic pain and its consequences on functional and psychological dimension.
29938740|ab|7|29938740|CONCLUSIONS|CONCLUSIONS|CONCLUSIONS|Further randomized, controlled trials are needed to confirm our conclusions.
22504317|ab|1|22504317||BACKGROUND|BACKGROUND|Aging-associated cognitive impairment is an important health care issue since individuals with mild cognitive impairment are more likely to develop Alzheimer's disease.
22504317|ab|2|22504317||OBJECTIVE|OBJECTIVE|In the present study, the protective effect of Gossypium herbaceam extracts (GHE) on learning and memory impairment associated with aging were examined in vivo using Morris water maze and step through task.
22504317|ab|3|22504317||METHODS|OBJECTIVE|Furthermore, the antioxidant activity and neuroprotective effect of GHE was investigated with methods of histochemistry and biochemistry.
22504317|ab|4|22504317||RESULTS|RESULTS|These data showed that oral administration with GHE at the doses of 35, 70, and 140 mg/kg exerted an improved effect on the learning and memory impairment in aged rats.
22504317|ab|5|22504317||RESULTS|RESULTS|Subsequently, GHE afforded a beneficial action on eradication of free radicals without influence on the activity of glutathione peroxidase and superoxide dismutase.
22504317|ab|6|22504317||RESULTS|RESULTS|GHE treatment enhanced the expression levels of nerve growth factor.
22504317|ab|7|22504317||RESULTS|RESULTS|Meanwhile, proliferation of neural progenitor cells was elevated in hippocampus after treatment with GHE.
22504317|ab|8|22504317||CONCLUSIONS|CONCLUSIONS|Taken together, neurogenic niche improvement could be involved in the mechanism underlying neuroprotection of GHE against aging-associated cognitive impairment.
22504317|ab|9|22504317||CONCLUSIONS|CONCLUSIONS|These findings suggested that GHE might be a potential agent as cognitive-enhancing drugs that delay or halt mild cognitive impairment progression to Alzheimer's disease or treatment of aging-associated cognitive impairment.
29950208|ab|1|29950208|OBJECTIVE|OBJECTIVE|OBJECTIVE|To investigate the effects of arsenic trioxide (As2O3) on Cdc20 and Mad2 in process of AML HL-60 cell proliferation.
29950208|ab|2|29950208|METHODS|METHODS|METHODS|The proliferation of HL-60 cells was detected by CCK-8 method at different concentrations of arsenic trioxide for 24, 48 and 72 hours.
29950208|ab|3|29950208|METHODS|METHODS|METHODS|The cell morphological changes were observed by inverted microscopy.
29950208|ab|4|29950208|METHODS|METHODS|METHODS|The expressions of Mad2 and Cdc20 mRNA and protein in HL-60 cells treated with As2O3 for 48 h were detected by real-time PCR and Western blot respectively.
29950208|ab|5|29950208|RESULTS|RESULTS|RESULTS|Arsenic trioxide significantly inhibited the HL-60 cell proliferation and displayed a good time-dose correlation.
29950208|ab|6|29950208|RESULTS|RESULTS|RESULTS|RT-PCR and Western blot showed that the expression of Mad2 was up-regulated and the expression of Cdc20 was down-regulated in HL-60 cells treated with arsenic trioxide of different concentration (4,8,10 micromol/L).
29950208|ab|7|29950208|CONCLUSION|CONCLUSIONS|CONCLUSIONS|Arsenic trioxide can inhibit the human acute myeloid leukemia HL-60 cell proliferation, and its mechanism may be related with up-regulation of Mad2 expression and down-regulation of Cdc20 expression.
19220752|ab|1|19220752||BACKGROUND|BACKGROUND|Escherichia coli survives pH 2 environments through an acid resistance (AR) system regulated by the transcriptional activator GadE.
19220752|ab|2|19220752||BACKGROUND|BACKGROUND|Numerous proteins control gadE at an upstream, conserved, 798 bp intergenic region.
19220752|ab|3|19220752||METHODS|RESULTS|We show this region produces three transcripts starting at -124 (T1), -324/-317 (T2) and -566 (T3) bp from the gadE start codon.
19220752|ab|4|19220752||RESULTS|RESULTS|Transcriptional lacZ fusions to gadE promoter regions revealed P1 and P3 were active while P2 alone was not.
19220752|ab|5|19220752||RESULTS|RESULTS|However, pairing P3 with P2 activated P2 and increased expression 20-fold above P3 alone.
19220752|ab|6|19220752||RESULTS|RESULTS|The fusions were transferred to Salmonella, which lacks this AR system, and plasmid-borne E. coli-specific regulators EvgA, YdeO, GadE and GadX were introduced.
19220752|ab|7|19220752||RESULTS|RESULTS|Data revealed that YdeO and GadX activate P3, P2 and P3P2, while GadE autoactivates P1 and represses P3 and P3P2.
19220752|ab|8|19220752||RESULTS|RESULTS|The developing model indicates that different signals activate YdeO, GadX, or an MnmE-dependent regulator, which stimulate gadE transcription from the P3 and P2 promoters.
19220752|ab|9|19220752||RESULTS|RESULTS|Once made, GadE activates P1 and represses P3 and P2.
19220752|ab|10|19220752||RESULTS|RESULTS|The P1 region also enables efficient downstream transcription and translation of the P3 or P2 transcripts.
19220752|ab|11|19220752||CONCLUSIONS|CONCLUSIONS|Evidence indicates the entire 750 bp sensory integration locus is necessary for a versatile response.
